method,dataset,anom_type,anom_ratio,anom_duration,auprc,rocauc
generaldyg,bitcoin-otc,burst,0.01,1,0.013,0.39
generaldyg,bitcoin-otc,burst,0.05,0.1,0.051,0.48
generaldyg,bitcoin-otc,burst,0.05,0.5,0.087,0.58
generaldyg,bitcoin-otc,burst,0.05,1,0.062,0.55
generaldyg,bitcoin-otc,burst,0.1,0.1,0.175,0.64
generaldyg,bitcoin-otc,burst,0.1,0.5,0.122,0.58
generaldyg,bitcoin-otc,burst,0.1,1,0.093,0.5
generaldyg,bitcoin-otc,clique,0.01,0.1,0.019,0.7
generaldyg,bitcoin-otc,clique,0.01,0.5,0.016,0.63
generaldyg,bitcoin-otc,clique,0.01,1,0.01,0.17
generaldyg,bitcoin-otc,clique,0.05,0.1,0.065,0.55
generaldyg,bitcoin-otc,clique,0.05,0.5,0.056,0.51
generaldyg,bitcoin-otc,clique,0.05,1,0.097,0.71
generaldyg,bitcoin-otc,clique,0.1,0.1,0.139,0.66
generaldyg,bitcoin-otc,clique,0.1,0.5,0.176,0.73
generaldyg,bitcoin-otc,clique,0.1,1,0.124,0.63
generaldyg,digg-homo,random,0.01,0.1,0.023,0.66
generaldyg,digg-homo,random,0.01,0.5,0.013,0.55
generaldyg,digg-homo,random,0.01,1,0.01,0.5
generaldyg,digg-homo,random,0.05,0.1,0.048,0.5
generaldyg,digg-homo,random,0.05,0.5,0.075,0.6
generaldyg,digg-homo,random,0.05,1,0.105,0.68
generaldyg,digg-homo,random,0.1,0.1,0.091,0.5
generaldyg,digg-homo,random,0.1,0.5,0.091,0.5
generaldyg,digg-homo,random,0.1,1,0.091,0.5
generaldyg,digg-homo,bridge,0.01,0.1,0.015,0.6
generaldyg,digg-homo,bridge,0.01,0.5,0.015,0.58
generaldyg,digg-homo,bridge,0.01,1,0.014,0.57
generaldyg,digg-homo,bridge,0.05,0.1,0.048,0.5
generaldyg,digg-homo,bridge,0.05,0.5,0.048,0.5
generaldyg,digg-homo,bridge,0.05,1,0.048,0.5
generaldyg,digg-homo,bridge,0.1,0.1,0.091,0.5
generaldyg,digg-homo,bridge,0.1,0.5,0.091,0.5
generaldyg,digg-homo,bridge,0.1,1,0.091,0.5
generaldyg,digg-homo,path,0.01,0.1,0.015,0.59
generaldyg,digg-homo,path,0.01,0.5,0.014,0.58
generaldyg,digg-homo,path,0.01,1,0.01,0.5
generaldyg,digg-homo,path,0.05,0.1,0.048,0.5
generaldyg,digg-homo,path,0.05,0.5,0.048,0.5
generaldyg,digg-homo,path,0.05,1,0.048,0.5
generaldyg,digg-homo,path,0.1,0.1,0.091,0.5
generaldyg,digg-homo,path,0.1,0.5,0.102,0.53
generaldyg,digg-homo,path,0.1,1,0.091,0.5
generaldyg,digg-homo,burst,0.01,0.1,0.01,0.5
generaldyg,digg-homo,burst,0.01,0.5,0.009,0.47
generaldyg,digg-homo,burst,0.01,1,0.01,0.5
generaldyg,digg-homo,burst,0.05,0.1,0.048,0.5
generaldyg,digg-homo,burst,0.05,0.5,0.041,0.45
generaldyg,digg-homo,burst,0.05,1,0.048,0.5
generaldyg,digg-homo,burst,0.1,0.1,0.092,0.5
generaldyg,digg-homo,burst,0.1,0.5,0.091,0.5
generaldyg,digg-homo,burst,0.1,1,0.092,0.5
generaldyg,digg-homo,clique,0.01,0.1,0.014,0.49
generaldyg,digg-homo,clique,0.01,0.5,0.014,0.5
generaldyg,digg-homo,clique,0.01,1,0.014,0.5
generaldyg,digg-homo,clique,0.05,0.1,0.051,0.5
generaldyg,digg-homo,clique,0.05,0.5,0.057,0.52
generaldyg,digg-homo,clique,0.05,1,0.051,0.5
generaldyg,digg-homo,clique,0.1,0.1,0.093,0.5
generaldyg,digg-homo,clique,0.1,0.5,0.093,0.5
generaldyg,digg-homo,clique,0.1,1,0.18,0.76
generaldyg,email-dnc,random,0.01,0.1,0.093,0.85
generaldyg,email-dnc,random,0.01,0.5,0.009,0.31
generaldyg,email-dnc,random,0.01,1,0.012,0.32
generaldyg,email-dnc,random,0.05,0.1,0.297,0.85
generaldyg,email-dnc,random,0.05,0.5,0.192,0.66
generaldyg,email-dnc,random,0.05,1,0.028,0.16
generaldyg,email-dnc,random,0.1,0.1,0.386,0.7
generaldyg,email-dnc,random,0.1,0.5,0.397,0.71
generaldyg,email-dnc,random,0.1,1,0.392,0.82
generaldyg,email-dnc,bridge,0.01,0.1,0.164,0.8
generaldyg,email-dnc,bridge,0.01,0.5,0.051,0.77
generaldyg,email-dnc,bridge,0.01,1,0.047,0.58
generaldyg,email-dnc,bridge,0.05,0.1,0.076,0.64
generaldyg,email-dnc,bridge,0.05,0.5,0.027,0.15
generaldyg,email-dnc,bridge,0.05,1,0.107,0.55
generaldyg,email-dnc,bridge,0.1,0.1,0.148,0.62
generaldyg,email-dnc,bridge,0.1,0.5,0.143,0.63
generaldyg,email-dnc,bridge,0.1,1,0.138,0.63
generaldyg,email-dnc,path,0.01,0.1,0.082,0.83
generaldyg,email-dnc,path,0.01,0.5,0.071,0.84
generaldyg,email-dnc,path,0.01,1,0.007,0.27
generaldyg,email-dnc,path,0.05,0.1,0.036,0.28
generaldyg,email-dnc,path,0.05,0.5,0.05,0.51
generaldyg,email-dnc,path,0.05,1,0.035,0.29
generaldyg,email-dnc,path,0.1,0.1,0.144,0.55
generaldyg,email-dnc,path,0.1,0.5,0.396,0.85
generaldyg,email-dnc,path,0.1,1,0.324,0.76
generaldyg,email-dnc,burst,0.01,0.1,0.018,0.59
generaldyg,email-dnc,burst,0.01,0.5,0.037,0.52
generaldyg,email-dnc,burst,0.01,1,0.013,0.52
generaldyg,email-dnc,burst,0.05,0.1,0.124,0.67
generaldyg,email-dnc,burst,0.05,0.5,0.131,0.7
generaldyg,email-dnc,burst,0.05,1,0.095,0.61
generaldyg,email-dnc,burst,0.1,0.1,0.086,0.35
generaldyg,email-dnc,burst,0.1,0.5,0.128,0.47
generaldyg,email-dnc,burst,0.1,1,0.141,0.56
generaldyg,email-dnc,clique,0.01,0.1,0.01,0.25
generaldyg,email-dnc,clique,0.01,0.5,0.025,0.49
generaldyg,email-dnc,clique,0.01,1,0.016,0.46
generaldyg,email-dnc,clique,0.05,0.1,0.047,0.5
generaldyg,email-dnc,clique,0.05,0.5,0.049,0.54
generaldyg,email-dnc,clique,0.05,1,0.056,0.56
generaldyg,email-dnc,clique,0.1,0.1,0.105,0.6
generaldyg,email-dnc,clique,0.1,0.5,0.1,0.51
generaldyg,email-dnc,clique,0.1,1,0.089,0.45
